"name","path","level","rarity","tooltip","restriction","acquisition"
"<span style='color: #A1045A'>Deathbringer Regalia VI</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",105,"Regalia","Increases Agility by 55, Strength by 30, Health by 825, and Attack Damage by 165. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.55</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia VI</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",105,"Regalia","Increases Strength by 45, Intelligence by 40, Mana by 450, Armor and Resist by 20, and Spell Power by 450.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia VI</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",105,"Regalia","Increases Agility by 50, Intelligence by 35, Mana by 450, Spell Power by 450, and Attack Damage by 100.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia VI</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",105,"Regalia","Increases Strength by 50, Agility by 35, Health by 1575, Mana by 90, Armor by 35, and Resist by 45.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia VI</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",105,"Regalia","Increases Intelligence by 55, Strength by 30, Spell Damage by 400, and Spell Healing by 1200. Grants <span style='color: #c3dbff'>Mana Regeneration VI</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VI</span>—Gain 35% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia VI</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",105,"Regalia","Increases Agility by 55, Strength by 30, Mana Regeneration by 2.25 Mana per second, and Attack Damage by 165. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia VI</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",105,"Regalia","Increases Intelligence by 85, Health by 525, Mana by 800, and Spell Damage by 750. Grants <span style='color: #c3dbff'>Mana Regeneration VI</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VI</span>—Gain 35% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Shadows Regalia VI</span>","https://ucarecdn.com/dabf7353-efcc-46e7-bb2d-43c3caba6829/BTNCloakOfFlames.png",105,"Regalia","Increases Intelligence by 85, Health Regeneration by 9.25 Health per second, and Spell Damage by 750.<br><br><span style='color: #c3dbff'>Shadows Set</span>—While <span style='color: #c3dbff'>Twisted Font</span> is active, your <span style='color: #7EBFF1'>Spell Damage</span> also increases by <span style='color: #FEBA0E'>50%</span>.","Warlock only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Stone Regalia VI</span>","https://ucarecdn.com/395c4de3-320a-43a7-9032-9a4ea5a658e1/BTNGuardianofNature_Regalia.png",105,"Regalia","Increases Strength by 40, Intelligence by 30, Health and Mana by 825, Armor by 20, Resist by 75, and Spell Damage by 300.<br><br><span style='color: #c3dbff'>Stone Set</span>—Grants Tremor a <span style='color: #feba0e'>37.5%</span> chance to restore an adaptive <span style='color: #32cd32'>1.5 Strength</span> or <span style='color: #7ebff1'>0.5 Spell Damage</span> Health.","Guardian of Nature only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Veteran's Regalia VI</span>","https://ucarecdn.com/31b38b2c-e511-4dc5-8452-022c2c144b0c/BTNSpartanWarrior_Regalia.png",105,"Regalia","Increases Strength by 40, Intelligence by 30, Health and Mana by 825, Spell Power by 225, and Armor by 35.<br><br><span style='color: #c3dbff'>Veteran's Set</span>—<span style='color: #c3dbff'>Phalanx</span> instead grants <span style='color: #FEBA0E'>30%</span> Evasion and increases Resist by <span style='color: #FEBA0E'>85</span>, but reduces base movement speed by <span style='color: #FEBA0E'>30%</span>. Also raises <span style='color: #c3dbff'>Throw Javelin's</span> <span style='color: #32cd32'>Strength</span> ratio to <span style='color: #32cd32'>3.0</span> and on <span style='color: #c3dbff'>Dispatch's</span> <span style='color: #32cd32'>Strength</span> ratios to <span style='color: #32cd32'>3.0</span>","Spartan Warrior only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Wild Regalia VI</span>","https://ucarecdn.com/a28c69b8-e92c-493b-bb02-50961bb92f38/BTNDruid_Regalia.png",105,"Regalia","Increases Intelligence by 55, Agility by 30, Health and Mana by 600, and Spell Power by 600.<br><br><span style='color: #c3dbff'>Wild Set</span>—Whenever you change form: You restore <span style='color: #32CD32'>0.5 Intelligence</span> mana.","Druid only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Battleforge Regalia VII</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",120,"Regalia","Increases Strength by 55, Agility by 40, Attack Damage by 75, and Armor by 52.<br><br><span style='color: #c3dbff'>Evasion III</span>—Gives a <span style='color: #FEBA0E'>15%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia VII</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",120,"Regalia","Increases Agility by 60, Strength by 35, Health by 960, and Attack Damage by 192. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.54</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia VII</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",120,"Regalia","Increases Strength by 50, Intelligence by 45, Mana by 525, Armor and Resist by 23, and Spell Power by 525.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia VII</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",120,"Regalia","Increases Agility by 55, Intelligence by 40, Mana by 525, Spell Power by 525, and Attack Damage by 115.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia VII</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",120,"Regalia","Increases Strength by 55, Agility by 40, Health by 1860, Mana by 105, Armor by 40, and Resist by 51.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia VII</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",120,"Regalia","Increases Intelligence by 60, Strength by 35, Spell Damage by 470, and Spell Healing by 1410. Grants <span style='color: #c3dbff'>Mana Regeneration VII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VII</span>—Gain 40% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia VII</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",120,"Regalia","Increases Agility by 60, Strength by 35, Mana Regeneration by 2.50 Mana per second, and Attack Damage by 192. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia VII</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",120,"Regalia","Increases Intelligence by 95, Health by 620, Mana by 940, and Spell Damage by 875. Grants <span style='color: #c3dbff'>Mana Regeneration VII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VII</span>—Gain 40% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Shadows Regalia VII</span>","https://ucarecdn.com/dabf7353-efcc-46e7-bb2d-43c3caba6829/BTNCloakOfFlames.png",120,"Regalia","Increases Intelligence by 95, Health Regeneration by 10.9 Health per second, and Spell Damage by 875.<br><br><span style='color: #c3dbff'>Shadows Set</span>—While <span style='color: #c3dbff'>Twisted Font</span> is active, your <span style='color: #7EBFF1'>Spell Damage</span> also increases by <span style='color: #FEBA0E'>50%</span>.","Warlock only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Stone Regalia VII</span>","https://ucarecdn.com/395c4de3-320a-43a7-9032-9a4ea5a658e1/BTNGuardianofNature_Regalia.png",120,"Regalia","Increases Strength by 45, Intelligence by 35, Health and Mana by 960, Armor by 23, Resist by 85, and Spell Damage by 350.<br><br><span style='color: #c3dbff'>Stone Set</span>—Grants Tremor a <span style='color: #feba0e'>37.5%</span> chance to restore an adaptive <span style='color: #32cd32'>1.5 Strength</span> or <span style='color: #7ebff1'>0.5 Spell Damage</span> Health.","Guardian of Nature only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Veteran's Regalia VII</span>","https://ucarecdn.com/31b38b2c-e511-4dc5-8452-022c2c144b0c/BTNSpartanWarrior_Regalia.png",120,"Regalia","Increases Strength by 45, Intelligence by 35, Health and Mana by 960, Spell Power by 260, and Armor by 40.<br><br><span style='color: #c3dbff'>Veteran's Set</span>—<span style='color: #c3dbff'>Phalanx</span> instead grants <span style='color: #FEBA0E'>30%</span> Evasion and increases Resist by <span style='color: #FEBA0E'>85</span>, but reduces base movement speed by <span style='color: #FEBA0E'>30%</span>. Also raises <span style='color: #c3dbff'>Throw Javelin's</span> <span style='color: #32cd32'>Strength</span> ratio to <span style='color: #32cd32'>3.0</span> and on <span style='color: #c3dbff'>Dispatch's</span> <span style='color: #32cd32'>Strength</span> ratios to <span style='color: #32cd32'>3.0</span>","Spartan Warrior only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Wild Regalia VII</span>","https://ucarecdn.com/a28c69b8-e92c-493b-bb02-50961bb92f38/BTNDruid_Regalia.png",120,"Regalia","Increases Intelligence by 60, Agility by 35, Health and Mana by 700, and Spell Power by 700.<br><br><span style='color: #c3dbff'>Wild Set</span>—Whenever you change form: You restore <span style='color: #32CD32'>0.5 Intelligence</span> mana.","Druid only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Battleforge Regalia VIII</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",135,"Regalia","Increases Strength by 60, Agility by 45, Attack Damage by 85, and Armor by 59.<br><br><span style='color: #c3dbff'>Evasion IV</span>—Gives a <span style='color: #FEBA0E'>20%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia VIII</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",135,"Regalia","Increases Agility by 65, Strength by 40, Health by 1095, and Attack Damage by 219. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.53</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia VIII</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",135,"Regalia","Increases Strength by 55, Intelligence by 50, Mana by 600, Armor and Resist by 26, and Spell Power by 600.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia VIII</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",135,"Regalia","Increases Agility by 60, Intelligence by 45, Mana by 600, Spell Power by 600, and Attack Damage by 130.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia VIII</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",135,"Regalia","Increases Strength by 60, Agility by 45, Health by 2145, Mana by 120, Armor by 45, and Resist by 57.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia VIII</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",135,"Regalia","Increases Intelligence by 65, Strength by 40, Spell Damage by 540, and Spell Healing by 1620. Grants <span style='color: #c3dbff'>Mana Regeneration VIII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VIII</span>—Gain 45% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia VIII</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",135,"Regalia","Increases Agility by 65, Strength by 40, Mana Regeneration by 2.75 Mana per second, and Attack Damage by 219. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia VIII</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",135,"Regalia","Increases Intelligence by 105, Health by 715, Mana by 1080, and Spell Damage by 1000. Grants <span style='color: #c3dbff'>Mana Regeneration VIII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VIII</span>—Gain 45% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Shadows Regalia VIII</span>","https://ucarecdn.com/dabf7353-efcc-46e7-bb2d-43c3caba6829/BTNCloakOfFlames.png",135,"Regalia","Increases Intelligence by 105, Health Regeneration by 12.55 Health per second, and Spell Damage by 1000.<br><br><span style='color: #c3dbff'>Shadows Set</span>—While <span style='color: #c3dbff'>Twisted Font</span> is active, your <span style='color: #7EBFF1'>Spell Damage</span> also increases by <span style='color: #FEBA0E'>50%</span>.","Warlock only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Stone Regalia VIII</span>","https://ucarecdn.com/395c4de3-320a-43a7-9032-9a4ea5a658e1/BTNGuardianofNature_Regalia.png",135,"Regalia","Increases Strength by 50, Intelligence by 40, Health and Mana by 1095, Armor by 26, Resist by 95, and Spell Damage by 400.<br><br><span style='color: #c3dbff'>Stone Set</span>—Grants Tremor a <span style='color: #feba0e'>37.5%</span> chance to restore an adaptive <span style='color: #32cd32'>1.5 Strength</span> or <span style='color: #7ebff1'>0.5 Spell Damage</span> Health.","Guardian of Nature only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Veteran's Regalia VIII</span>","https://ucarecdn.com/31b38b2c-e511-4dc5-8452-022c2c144b0c/BTNSpartanWarrior_Regalia.png",135,"Regalia","Increases Strength by 50, Intelligence by 40, Health and Mana by 1095, Spell Power by 295, and Armor by 45.<br><br><span style='color: #c3dbff'>Veteran's Set</span>—<span style='color: #c3dbff'>Phalanx</span> instead grants <span style='color: #FEBA0E'>30%</span> Evasion and increases Resist by <span style='color: #FEBA0E'>85</span>, but reduces base movement speed by <span style='color: #FEBA0E'>30%</span>. Also raises <span style='color: #c3dbff'>Throw Javelin's</span> <span style='color: #32cd32'>Strength</span> ratio to <span style='color: #32cd32'>3.0</span> and on <span style='color: #c3dbff'>Dispatch's</span> <span style='color: #32cd32'>Strength</span> ratios to <span style='color: #32cd32'>3.0</span>","Spartan Warrior only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Wild Regalia VIII</span>","https://ucarecdn.com/a28c69b8-e92c-493b-bb02-50961bb92f38/BTNDruid_Regalia.png",135,"Regalia","Increases Intelligence by 65, Agility by 40, Health and Mana by 800, and Spell Power by 800.<br><br><span style='color: #c3dbff'>Wild Set</span>—Whenever you change form: You restore <span style='color: #32CD32'>0.5 Intelligence</span> mana.","Druid only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Battleforge Regalia IX</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",150,"Regalia","Increases Strength by 65, Agility by 50, Attack Damage by 95, and Armor by 66.<br><br><span style='color: #c3dbff'>Evasion IV</span>—Gives a <span style='color: #FEBA0E'>20%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia IX</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",150,"Regalia","Increases Agility by 70, Strength by 45, Health by 1230, and Attack Damage by 246. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.52</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia IX</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",150,"Regalia","Increases Strength by 60, Intelligence by 55, Mana by 675, Armor and Resist by 29, and Spell Power by 675.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia IX</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",150,"Regalia","Increases Agility by 65, Intelligence by 50, Mana by 675, Spell Power by 675, and Attack Damage by 145.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia IX</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",150,"Regalia","Increases Strength by 65, Agility by 50, Health by 2430, Mana by 135, Armor by 50, and Resist by 63.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia IX</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",150,"Regalia","Increases Intelligence by 70, Strength by 45, Spell Damage by 610, and Spell Healing by 1830. Grants <span style='color: #c3dbff'>Mana Regeneration IX</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration IX</span>—Gain 50% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia IX</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",150,"Regalia","Increases Agility by 70, Strength by 45, Mana Regeneration by 3.00 Mana per second, and Attack Damage by 246. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia IX</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",150,"Regalia","Increases Intelligence by 115, Health by 810, Mana by 1220, and Spell Damage by 1125. Grants <span style='color: #c3dbff'>Mana Regeneration IX</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration IX</span>—Gain 50% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
